fid,iid,cid,PC1,PC2,PC3,PC4,PC5,PC6,percent.mt,CDC37
HG01697,HG01697,4321,0.0477548,-0.19984,0.0157704,0.108891,-0.170609,-0.0180724,0.3551566101540534,0.0
HG01757,HG01757,4322,0.0166321,0.19066,0.0411253,-0.0180006,0.010614,-0.0325474,0.8650808380374636,1.0
HG00243,HG00243,4323,-0.0168739,0.0768952,-0.00292851,-0.0261252,-0.044684,0.100262,0.4045385984262027,0.0
HG01785,HG01785,4324,-0.0835305,0.0647057,0.043122,0.0432942,-0.0428764,0.0347841,0.031225222478565,0.0
HG00107,HG00107,4325,0.166713,-0.0361151,0.123985,0.17223,0.103473,-0.0464029,0.5720762400133064,0.0
NA12342,NA12342,4326,-0.0918455,-0.0227421,-0.1557,-0.0499163,0.092139,0.0714606,0.5979350658121045,0.0
HG00310,HG00310,4327,-0.0923398,0.129945,0.0317511,0.0836995,-0.0820364,0.0789914,0.3757375305729492,0.0
HG00278,HG00278,4328,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.4775263143397593,0.0
HG00278,HG00278,4329,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.929275167355436,0.0
HG01694,HG01694,4330,0.23687,-0.0583204,-0.0790984,0.0770998,-0.0200624,0.0370989,0.7035497854400443,0.0
HG00310,HG00310,4331,-0.0923398,0.129945,0.0317511,0.0836995,-0.0820364,0.0789914,0.990196273726554,1.0
HG01678,HG01678,4332,-0.0569931,-0.0415254,0.0622392,-0.0242724,-0.0817304,0.00388884,0.8314425847372022,0.0
HG01678,HG01678,4333,-0.0569931,-0.0415254,0.0622392,-0.0242724,-0.0817304,0.00388884,0.0683623579055353,1.0
NA12144,NA12144,4334,-0.0628382,0.0463128,-0.0579183,-0.00188508,-0.0479053,0.145789,0.4139159660459244,1.0
NA12004,NA12004,4335,-0.0578375,-0.0123527,0.108871,-0.0423192,-0.030312,-0.0295321,0.8174967550394976,0.0
HG01785,HG01785,4336,-0.0835305,0.0647057,0.043122,0.0432942,-0.0428764,0.0347841,0.0343211687197613,0.0
HG01630,HG01630,4337,-0.0463429,-0.0514446,0.0167619,0.186189,-0.034876,-0.000161664,0.4805846873217639,0.0
HG00110,HG00110,4338,-0.0615003,-0.0103558,0.0819382,0.121776,-0.0347167,0.0152534,0.655466737926838,0.0
NA07357,NA07357,4339,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.3004359759213281,0.0
HG00243,HG00243,4340,-0.0168739,0.0768952,-0.00292851,-0.0261252,-0.044684,0.100262,0.4045385984262027,0.0
HG01615,HG01615,4341,-0.077007,0.0942175,0.00732509,-0.0569762,-0.103013,0.0928592,0.7257179674807239,0.0
NA06986,NA06986,4342,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.5237786783903529,0.0
HG00119,HG00119,4343,0.0221989,-0.0245169,0.032194,-0.000922455,-0.0802616,0.0225189,0.1225242341841573,0.0
HG01700,HG01700,4344,-0.080625,-0.0932277,-0.303972,-0.0140706,0.256449,-0.0508315,0.3102384253665755,0.0
HG01697,HG01697,4345,0.0477548,-0.19984,0.0157704,0.108891,-0.170609,-0.0180724,0.7545586239922913,1.0
HG00365,HG00365,4346,-0.0738082,0.0718821,0.0154645,0.115498,-0.0636203,0.152563,0.7401862829949953,0.0
HG00119,HG00119,4347,0.0221989,-0.0245169,0.032194,-0.000922455,-0.0802616,0.0225189,0.5563229956066651,0.0
HG02215,HG02215,4348,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.8150500382107772,1.0
HG01777,HG01777,4349,-0.0244176,0.00694426,0.0988583,-0.11504,-0.000977297,-0.043182,0.0840126245836779,1.0
HG00306,HG00306,4350,0.0471372,-0.213574,-0.0108543,0.123529,-0.171049,-0.00950166,0.0642156419618564,1.0
NA20515,NA20515,4351,-0.0407623,-0.151595,0.122369,-0.101398,-0.0282697,-0.0777949,0.2425990254232363,0.0
HG00157,HG00157,4352,0.358732,0.282947,0.0741495,0.107644,0.106763,0.0431718,0.7047601886797525,1.0
HG01615,HG01615,4353,-0.077007,0.0942175,0.00732509,-0.0569762,-0.103013,0.0928592,0.2568758130087551,0.0
HG01632,HG01632,4354,-0.0531314,-0.0203435,-0.0947652,-0.18987,0.0475628,0.0545391,0.3255417222246676,0.0
HG01766,HG01766,4355,-0.0171831,-0.142198,-0.204733,-0.10007,0.039118,0.195759,0.3226504039523749,0.0
HG00112,HG00112,4356,-0.0649857,-0.0721975,0.0930989,0.096849,0.102201,-0.0109156,0.0692215741868649,1.0
HG00308,HG00308,4357,-0.0817021,0.0931623,-0.112903,0.0716068,-0.00341533,0.164967,0.0971160844344716,0.0
NA12006,NA12006,4358,-0.0724132,0.163063,0.0619221,-0.0503014,-0.0148985,-0.0233177,0.250024062656493,0.0
HG00257,HG00257,4359,0.226051,0.178814,-0.0190135,0.104823,-0.135627,-0.00680127,0.941976781954866,0.0
HG00111,HG00111,4360,-0.0167236,-0.044247,0.0953901,-0.162347,0.123577,-0.145526,0.7242432243082638,1.0
NA12775,NA12775,4361,-0.0619432,-0.075063,0.0902924,0.082639,0.1048,-0.0613434,0.9158202792216422,1.0
HG00271,HG00271,4362,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.3321371057420236,0.0
HG01678,HG01678,4363,-0.0569931,-0.0415254,0.0622392,-0.0242724,-0.0817304,0.00388884,0.6814956763960798,0.0
HG00373,HG00373,4364,-0.0546293,-0.0768373,-0.114226,0.043957,0.180217,-0.166841,0.7576276217131588,0.0
NA20507,NA20507,4365,-0.0817298,0.149318,0.0462333,-0.0325454,0.000331279,-0.0731193,0.9402231812310616,0.0
NA06994,NA06994,4366,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.5962001812654112,0.0
HG00112,HG00112,4367,-0.0649857,-0.0721975,0.0930989,0.096849,0.102201,-0.0109156,0.3068396801076595,0.0
HG00350,HG00350,4368,-0.0438771,-0.090341,0.0601135,0.00485814,-0.113182,0.0286259,0.5306101902723921,0.0
HG01781,HG01781,4369,0.199429,-0.0480964,0.136584,-0.139517,0.116816,-0.020169,0.5291035927307534,0.0
HG01700,HG01700,4370,-0.080625,-0.0932277,-0.303972,-0.0140706,0.256449,-0.0508315,0.4437172580777532,0.0
HG00111,HG00111,4371,-0.0167236,-0.044247,0.0953901,-0.162347,0.123577,-0.145526,0.5105468568829488,0.0
HG01680,HG01680,4372,-0.0325225,-0.0322554,-0.0271042,0.0569523,-0.140193,0.0208776,0.8244833010447964,0.0
HG00379,HG00379,4373,-0.0550815,0.00508993,0.0246167,0.0694473,-0.0409467,0.0480571,0.7927393878452691,0.0
NA11995,NA11995,4374,0.0145378,-0.193289,0.0523685,-0.156135,-0.0432029,0.113223,0.3999245234008726,0.0
NA11995,NA11995,4375,0.0145378,-0.193289,0.0523685,-0.156135,-0.0432029,0.113223,0.9780771778414306,1.0
NA20527,NA20527,4376,-0.0535579,-0.130478,0.0903802,0.185125,0.0194621,-0.0440233,0.9393746230833838,1.0
NA12154,NA12154,4377,-0.0616887,-0.0467905,0.0665983,0.0234178,-0.00023094,0.00283652,0.7295677390129012,0.0
HG01757,HG01757,4378,0.0166321,0.19066,0.0411253,-0.0180006,0.010614,-0.0325474,0.6972494166799565,0.0
HG00105,HG00105,4379,-0.046003,-0.0489659,-0.0383098,-0.0214254,-0.00719964,-0.050519,0.701414700908773,0.0
HG01777,HG01777,4380,-0.0244176,0.00694426,0.0988583,-0.11504,-0.000977297,-0.043182,0.6751279278758323,1.0
HG00365,HG00365,4381,-0.0738082,0.0718821,0.0154645,0.115498,-0.0636203,0.152563,0.3691688133465927,1.0
NA12775,NA12775,4382,-0.0619432,-0.075063,0.0902924,0.082639,0.1048,-0.0613434,0.3729567825578327,1.0
HG01700,HG01700,4383,-0.080625,-0.0932277,-0.303972,-0.0140706,0.256449,-0.0508315,0.0334244333015181,0.0
HG00278,HG00278,4384,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.929275167355436,0.0
HG01680,HG01680,4385,-0.0325225,-0.0322554,-0.0271042,0.0569523,-0.140193,0.0208776,0.2468590240520723,1.0
HG00257,HG00257,4386,0.226051,0.178814,-0.0190135,0.104823,-0.135627,-0.00680127,0.5731740083414011,0.0
NA20515,NA20515,4387,-0.0407623,-0.151595,0.122369,-0.101398,-0.0282697,-0.0777949,0.9025908778821748,0.0
HG00128,HG00128,4388,0.0133757,0.1357,-0.0413486,-0.150738,-0.0462387,0.0636872,0.7794922402044652,0.0
NA20525,NA20525,4389,-0.0604244,-0.146875,0.0497016,0.169142,0.0318099,0.0778058,0.6408480161813358,1.0
HG01766,HG01766,4390,-0.0171831,-0.142198,-0.204733,-0.10007,0.039118,0.195759,0.2449064672551053,0.0
HG00110,HG00110,4391,-0.0615003,-0.0103558,0.0819382,0.121776,-0.0347167,0.0152534,0.5380069555794711,0.0
HG00362,HG00362,4392,0.100662,-0.036772,0.0339203,-0.191777,0.182583,0.179047,0.7458241649337388,1.0
NA20514,NA20514,4393,0.175195,0.0122437,-0.0332475,0.0776564,0.0712866,-0.0487785,0.8455227165164618,0.0
HG01632,HG01632,4394,-0.0531314,-0.0203435,-0.0947652,-0.18987,0.0475628,0.0545391,0.4880729448329238,0.0
HG00244,HG00244,4395,-0.0673212,0.0153288,0.104511,0.00960455,0.0934578,-0.142927,0.7611408392163357,0.0
NA20507,NA20507,4396,-0.0817298,0.149318,0.0462333,-0.0325454,0.000331279,-0.0731193,0.5671542688671871,0.0
HG01516,HG01516,4397,0.275368,-0.0250241,-0.0207564,-0.101836,-0.114255,0.123375,0.8834931479215733,0.0
NA11920,NA11920,4398,0.154122,-0.0142864,0.0476777,0.0931472,0.05589,0.0874918,0.7384323988395218,0.0
NA12717,NA12717,4399,-0.0517463,-0.101771,0.0393673,0.0851803,-0.0545942,0.104938,0.301303072965038,0.0
HG00105,HG00105,4400,-0.046003,-0.0489659,-0.0383098,-0.0214254,-0.00719964,-0.050519,0.4983958733235409,0.0
NA20815,NA20815,4401,0.213486,-0.00425593,-0.16849,-0.000945029,-0.115203,0.087417,0.5382878125590388,0.0
HG00257,HG00257,4402,0.226051,0.178814,-0.0190135,0.104823,-0.135627,-0.00680127,0.8129158306701926,0.0
HG01672,HG01672,4403,-0.0699655,0.170832,-0.0718179,-0.0290519,-0.0125329,-0.00397694,0.4282329550247036,0.0
NA07357,NA07357,4404,0.240723,-0.016191,0.0865395,-0.0537512,-0.0165444,-0.189756,0.0071741602881003,1.0
HG00243,HG00243,4405,-0.0168739,0.0768952,-0.00292851,-0.0261252,-0.044684,0.100262,0.5278253602930219,0.0
HG00334,HG00334,4406,0.0930798,0.0117403,0.0728376,-0.12399,-0.000393564,0.036411,0.4352756162296113,0.0
HG01678,HG01678,4407,-0.0569931,-0.0415254,0.0622392,-0.0242724,-0.0817304,0.00388884,0.9337245746112371,0.0
HG01700,HG01700,4408,-0.080625,-0.0932277,-0.303972,-0.0140706,0.256449,-0.0508315,0.6107976643007417,0.0
NA11920,NA11920,4409,0.154122,-0.0142864,0.0476777,0.0931472,0.05589,0.0874918,0.9807885608005767,0.0
NA20812,NA20812,4410,-0.0490135,0.0341235,-0.122448,-0.121843,0.133749,-0.0561693,0.4657197475875575,1.0
HG00335,HG00335,4411,-0.0696134,0.116788,0.0576217,0.00498598,0.0176672,-0.0125792,0.4277604247584031,1.0
HG00244,HG00244,4412,-0.0673212,0.0153288,0.104511,0.00960455,0.0934578,-0.142927,0.86809160994097,0.0
HG01694,HG01694,4413,0.23687,-0.0583204,-0.0790984,0.0770998,-0.0200624,0.0370989,0.4438118418758082,1.0
HG00260,HG00260,4414,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.5812235959121274,0.0
HG00373,HG00373,4415,-0.0546293,-0.0768373,-0.114226,0.043957,0.180217,-0.166841,0.953731884935558,0.0
NA12878,NA12878,4416,-0.0532884,-0.0974422,0.125766,0.0232287,0.0138927,-0.011828,0.9757872303432252,0.0
NA12717,NA12717,4417,-0.0517463,-0.101771,0.0393673,0.0851803,-0.0545942,0.104938,0.718219221688337,0.0
HG01766,HG01766,4418,-0.0171831,-0.142198,-0.204733,-0.10007,0.039118,0.195759,0.9530910720591655,0.0
HG00157,HG00157,4419,0.358732,0.282947,0.0741495,0.107644,0.106763,0.0431718,0.4203652816430598,1.0
NA12058,NA12058,4420,-0.0616015,0.0480476,0.0478979,-0.0783481,-0.0443173,0.042133,0.311554706855299,0.0
HG00149,HG00149,4421,-0.0854448,0.113881,0.0392969,-0.00987574,0.0650653,-0.0853253,0.1302438024182722,0.0
HG01513,HG01513,4422,-0.0247148,-0.0359307,0.0133364,-0.0419892,-0.00987428,0.0282169,0.5417142186092415,1.0
HG01619,HG01619,4423,-0.0507085,-0.0471243,0.0831343,-0.176431,-0.0129744,0.0695195,0.252957003024414,1.0
HG00334,HG00334,4424,0.0930798,0.0117403,0.0728376,-0.12399,-0.000393564,0.036411,0.7971689455628359,2.0
NA20752,NA20752,4425,-0.0589119,0.000330428,-0.127867,0.126514,-0.0160082,0.0971169,0.6704340839936711,0.0
HG00235,HG00235,4426,0.0702569,0.0543347,-0.210826,0.0834999,-0.285695,-0.195144,0.5994496410579796,1.0
HG01694,HG01694,4427,0.23687,-0.0583204,-0.0790984,0.0770998,-0.0200624,0.0370989,0.043143357359561,1.0
NA11994,NA11994,4428,-0.0859042,0.013716,-0.0115337,0.094445,0.0541684,0.0293255,0.2022748926533555,0.0
HG00129,HG00129,4429,-0.0485976,-0.00237654,0.086968,-0.108024,0.00436165,-0.0286327,0.132026022140318,0.0
NA20515,NA20515,4430,-0.0407623,-0.151595,0.122369,-0.101398,-0.0282697,-0.0777949,0.408210302473429,0.0
NA06986,NA06986,4431,-0.0920515,0.0923333,-0.0699762,-0.106664,0.0352197,0.111829,0.4138919670404565,0.0
NA11920,NA11920,4432,0.154122,-0.0142864,0.0476777,0.0931472,0.05589,0.0874918,0.1549161858871125,0.0
HG00285,HG00285,4433,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.0449778138851372,0.0
HG00244,HG00244,4434,-0.0673212,0.0153288,0.104511,0.00960455,0.0934578,-0.142927,0.1390896595785181,1.0
HG00118,HG00118,4435,-0.0199218,0.0961853,0.0194594,-0.0229203,0.0108803,-0.188245,0.46496315694689,1.0
HG02215,HG02215,4436,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.4662273984891077,0.0
NA12154,NA12154,4437,-0.0616887,-0.0467905,0.0665983,0.0234178,-0.00023094,0.00283652,0.4852893036763437,0.0
NA12282,NA12282,4438,-0.0689231,0.112057,0.0689753,-0.120515,-0.0528392,0.0452239,0.8639654639006938,1.0
HG00373,HG00373,4439,-0.0546293,-0.0768373,-0.114226,0.043957,0.180217,-0.166841,0.8808181582540412,0.0
HG01518,HG01518,4440,0.00838976,0.0732582,0.116506,0.0385673,0.0729714,0.0457922,0.1367548827017038,1.0
NA12878,NA12878,4441,-0.0532884,-0.0974422,0.125766,0.0232287,0.0138927,-0.011828,0.3623798081349113,1.0
NA20531,NA20531,4442,-0.0383943,0.0448953,-0.21774,-0.0823379,-0.0598276,0.0214,0.5606638735298862,0.0
HG01700,HG01700,4443,-0.080625,-0.0932277,-0.303972,-0.0140706,0.256449,-0.0508315,0.3673860340118969,1.0
HG01699,HG01699,4444,-0.095075,0.142955,-0.0189163,-0.014877,0.0473177,0.01698,0.9294850106592332,0.0
HG01518,HG01518,4445,0.00838976,0.0732582,0.116506,0.0385673,0.0729714,0.0457922,0.8235504513180675,0.0
NA20507,NA20507,4446,-0.0817298,0.149318,0.0462333,-0.0325454,0.000331279,-0.0731193,0.642057226359825,0.0
NA11994,NA11994,4447,-0.0859042,0.013716,-0.0115337,0.094445,0.0541684,0.0293255,0.5972554467271302,0.0
HG01632,HG01632,4448,-0.0531314,-0.0203435,-0.0947652,-0.18987,0.0475628,0.0545391,0.3739604078619792,0.0
HG00111,HG00111,4449,-0.0167236,-0.044247,0.0953901,-0.162347,0.123577,-0.145526,0.3212258933535999,0.0
HG01521,HG01521,4450,-0.0350089,-0.0477871,0.0565616,-0.123681,0.0320267,-0.118881,0.7266368338173183,0.0
HG01697,HG01697,4451,0.0477548,-0.19984,0.0157704,0.108891,-0.170609,-0.0180724,0.6588422032200085,0.0
NA20527,NA20527,4452,-0.0535579,-0.130478,0.0903802,0.185125,0.0194621,-0.0440233,0.3156449693487752,1.0
HG00183,HG00183,4453,0.0390293,0.0493622,-0.283514,0.088995,-0.0557012,-0.271591,0.8828971745660472,0.0
HG00278,HG00278,4454,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.5587224776417464,1.0
NA20512,NA20512,4455,0.0235139,-0.0491065,-0.00230655,0.197163,-0.102848,0.0037875,0.4614503365412615,0.0
HG00350,HG00350,4456,-0.0438771,-0.090341,0.0601135,0.00485814,-0.113182,0.0286259,0.9998668874555412,0.0
HG00118,HG00118,4457,-0.0199218,0.0961853,0.0194594,-0.0229203,0.0108803,-0.188245,0.374054383110629,1.0
HG00112,HG00112,4458,-0.0649857,-0.0721975,0.0930989,0.096849,0.102201,-0.0109156,0.7658192221169711,0.0
HG01700,HG01700,4459,-0.080625,-0.0932277,-0.303972,-0.0140706,0.256449,-0.0508315,0.6210527796125043,0.0
HG00278,HG00278,4460,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.4841896219021312,0.0
HG00334,HG00334,4461,0.0930798,0.0117403,0.0728376,-0.12399,-0.000393564,0.036411,0.6646644379375661,0.0
NA20800,NA20800,4462,-0.0581381,0.0681006,-0.107146,0.0384945,0.0477333,-0.0850277,0.6344585734682514,0.0
NA12830,NA12830,4463,-0.076611,0.178561,0.0489977,-0.0399268,-0.0109122,-0.0855241,0.0118216957300313,1.0
HG00271,HG00271,4464,0.0110848,0.0276034,-0.0125053,0.177449,-0.210184,0.0173064,0.8365091113004449,0.0
HG00185,HG00185,4465,-0.072628,-0.0267712,0.0185884,0.0354522,0.139574,-0.172012,0.9566086306018504,0.0
NA12761,NA12761,4466,-0.0721329,0.0635604,0.112819,-3.41985e-05,-0.00318633,-0.0396784,0.2541387952548568,0.0
HG01632,HG01632,4467,-0.0531314,-0.0203435,-0.0947652,-0.18987,0.0475628,0.0545391,0.8123700379541245,0.0
HG01746,HG01746,4468,0.16932,-0.0605708,-0.172988,-0.0249108,0.0631046,-0.360374,0.5217280032287288,1.0
HG01746,HG01746,4469,0.16932,-0.0605708,-0.172988,-0.0249108,0.0631046,-0.360374,0.2543968195092975,0.0
HG02215,HG02215,4470,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.8288568593659495,0.0
NA20527,NA20527,4471,-0.0535579,-0.130478,0.0903802,0.185125,0.0194621,-0.0440233,0.7164360219038435,0.0
HG00285,HG00285,4472,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.4424282764234876,0.0
NA20512,NA20512,4473,0.0235139,-0.0491065,-0.00230655,0.197163,-0.102848,0.0037875,0.0605760452532621,0.0
HG00337,HG00337,4474,0.130059,-0.167487,0.0361777,-0.157907,0.0120185,0.0597766,0.8349915162842981,0.0
NA20767,NA20767,4475,0.0473759,-0.0643776,-0.0161766,-0.238835,-0.195075,-0.0915127,0.856805850003744,0.0
NA12878,NA12878,4476,-0.0532884,-0.0974422,0.125766,0.0232287,0.0138927,-0.011828,0.1180570728314047,0.0
HG00310,HG00310,4477,-0.0923398,0.129945,0.0317511,0.0836995,-0.0820364,0.0789914,0.3757375305729492,0.0
HG00185,HG00185,4478,-0.072628,-0.0267712,0.0185884,0.0354522,0.139574,-0.172012,0.4942148220636305,0.0
HG01521,HG01521,4479,-0.0350089,-0.0477871,0.0565616,-0.123681,0.0320267,-0.118881,0.3978113827663848,0.0
HG01699,HG01699,4480,-0.095075,0.142955,-0.0189163,-0.014877,0.0473177,0.01698,0.7035321538637184,0.0
NA11920,NA11920,4481,0.154122,-0.0142864,0.0476777,0.0931472,0.05589,0.0874918,0.7364682734669893,0.0
NA12775,NA12775,4482,-0.0619432,-0.075063,0.0902924,0.082639,0.1048,-0.0613434,0.6808210131697079,0.0
NA11933,NA11933,4483,-0.0902288,0.110925,-0.0501546,0.0727031,0.0160781,0.110045,0.8011655472624132,0.0
NA12342,NA12342,4484,-0.0918455,-0.0227421,-0.1557,-0.0499163,0.092139,0.0714606,0.6957290427025472,0.0
HG00105,HG00105,4485,-0.046003,-0.0489659,-0.0383098,-0.0214254,-0.00719964,-0.050519,0.0236109713534873,1.0
HG00111,HG00111,4486,-0.0167236,-0.044247,0.0953901,-0.162347,0.123577,-0.145526,0.5009145238697802,0.0
NA20507,NA20507,4487,-0.0817298,0.149318,0.0462333,-0.0325454,0.000331279,-0.0731193,0.5577367150248134,0.0
NA12006,NA12006,4488,-0.0724132,0.163063,0.0619221,-0.0503014,-0.0148985,-0.0233177,0.2850009798732545,0.0
HG00173,HG00173,4489,-0.0547659,-0.121379,-0.00686053,-0.104077,0.00537518,0.146382,0.9394523257264222,0.0
NA20767,NA20767,4490,0.0473759,-0.0643776,-0.0161766,-0.238835,-0.195075,-0.0915127,0.8866815596847235,0.0
HG01615,HG01615,4491,-0.077007,0.0942175,0.00732509,-0.0569762,-0.103013,0.0928592,0.9345546183377778,0.0
HG02215,HG02215,4492,-0.0334996,-0.166664,0.0531433,0.0656982,0.0346214,0.0314092,0.9890519276807088,1.0
NA12775,NA12775,4493,-0.0619432,-0.075063,0.0902924,0.082639,0.1048,-0.0613434,0.8687952119839633,0.0
NA12282,NA12282,4494,-0.0689231,0.112057,0.0689753,-0.120515,-0.0528392,0.0452239,0.0268882800380747,1.0
HG01746,HG01746,4495,0.16932,-0.0605708,-0.172988,-0.0249108,0.0631046,-0.360374,0.8697312987554932,0.0
HG00285,HG00285,4496,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.619141975465679,0.0
NA12058,NA12058,4497,-0.0616015,0.0480476,0.0478979,-0.0783481,-0.0443173,0.042133,0.6037547288184459,0.0
HG00361,HG00361,4498,-0.0115588,-0.0778735,0.00329085,0.00198179,-0.0771276,0.152914,0.4377428067892707,1.0
HG01672,HG01672,4499,-0.0699655,0.170832,-0.0718179,-0.0290519,-0.0125329,-0.00397694,0.2166298586810539,0.0
NA20527,NA20527,4500,-0.0535579,-0.130478,0.0903802,0.185125,0.0194621,-0.0440233,0.6242550851618176,0.0
NA20514,NA20514,4501,0.175195,0.0122437,-0.0332475,0.0776564,0.0712866,-0.0487785,0.9540306345729694,0.0
HG00278,HG00278,4502,0.0916658,-0.21638,0.00920549,-0.160787,-0.209785,-0.15798,0.6898660962443008,0.0
HG00361,HG00361,4503,-0.0115588,-0.0778735,0.00329085,0.00198179,-0.0771276,0.152914,0.620243945107888,0.0
HG01518,HG01518,4504,0.00838976,0.0732582,0.116506,0.0385673,0.0729714,0.0457922,0.5845461005803197,3.0
HG00373,HG00373,4505,-0.0546293,-0.0768373,-0.114226,0.043957,0.180217,-0.166841,0.084550499649176,0.0
HG01619,HG01619,4506,-0.0507085,-0.0471243,0.0831343,-0.176431,-0.0129744,0.0695195,0.3591192417206863,0.0
NA12058,NA12058,4507,-0.0616015,0.0480476,0.0478979,-0.0783481,-0.0443173,0.042133,0.7447744696265008,0.0
HG01700,HG01700,4508,-0.080625,-0.0932277,-0.303972,-0.0140706,0.256449,-0.0508315,0.3673860340118969,1.0
HG00285,HG00285,4509,0.0691834,-0.0880445,0.0973072,0.144263,0.196017,0.0639145,0.1380485654842144,0.0
NA11994,NA11994,4510,-0.0859042,0.013716,-0.0115337,0.094445,0.0541684,0.0293255,0.724109457274102,0.0
NA06994,NA06994,4511,-0.0753484,-0.0128205,-0.0901066,0.115616,0.134931,0.0329246,0.5707576928055038,0.0
HG00110,HG00110,4512,-0.0615003,-0.0103558,0.0819382,0.121776,-0.0347167,0.0152534,0.1039918127683013,0.0
HG00185,HG00185,4513,-0.072628,-0.0267712,0.0185884,0.0354522,0.139574,-0.172012,0.0020387661952591,0.0
NA12282,NA12282,4514,-0.0689231,0.112057,0.0689753,-0.120515,-0.0528392,0.0452239,0.945002616520539,1.0
NA20527,NA20527,4515,-0.0535579,-0.130478,0.0903802,0.185125,0.0194621,-0.0440233,0.1179145317877391,0.0
NA12144,NA12144,4516,-0.0628382,0.0463128,-0.0579183,-0.00188508,-0.0479053,0.145789,0.0883670279040782,0.0
NA20527,NA20527,4517,-0.0535579,-0.130478,0.0903802,0.185125,0.0194621,-0.0440233,0.5878711003224905,0.0
HG00260,HG00260,4518,0.157644,0.235508,0.0556165,0.0111107,-0.000892953,-0.0152822,0.3326993411002749,0.0
HG01697,HG01697,4519,0.0477548,-0.19984,0.0157704,0.108891,-0.170609,-0.0180724,0.579341935094477,0.0
NA20515,NA20515,4520,-0.0407623,-0.151595,0.122369,-0.101398,-0.0282697,-0.0777949,0.1996422138243314,0.0
NA11933,NA11933,4521,-0.0902288,0.110925,-0.0501546,0.0727031,0.0160781,0.110045,0.3502001072414369,0.0
HG00362,HG00362,4522,0.100662,-0.036772,0.0339203,-0.191777,0.182583,0.179047,0.694968030400163,0.0
HG01615,HG01615,4523,-0.077007,0.0942175,0.00732509,-0.0569762,-0.103013,0.0928592,0.1699934777960573,0.0
HG01679,HG01679,4524,0.12125,0.0567451,-0.013786,0.015252,0.249288,-0.0552859,0.2084219075266725,0.0
HG00244,HG00244,4525,-0.0673212,0.0153288,0.104511,0.00960455,0.0934578,-0.142927,0.1390896595785181,1.0
HG00310,HG00310,4526,-0.0923398,0.129945,0.0317511,0.0836995,-0.0820364,0.0789914,0.990196273726554,1.0
HG01694,HG01694,4527,0.23687,-0.0583204,-0.0790984,0.0770998,-0.0200624,0.0370989,0.6653519969449808,0.0
HG00110,HG00110,4528,-0.0615003,-0.0103558,0.0819382,0.121776,-0.0347167,0.0152534,0.0040128071377641,0.0
HG00149,HG00149,4529,-0.0854448,0.113881,0.0392969,-0.00987574,0.0650653,-0.0853253,0.4759420745238777,0.0
HG01746,HG01746,4530,0.16932,-0.0605708,-0.172988,-0.0249108,0.0631046,-0.360374,0.3628123361323749,0.0
NA20506,NA20506,4531,-0.0349814,-0.114181,0.115726,-0.0489657,0.0491253,-0.0383884,0.0994355369536348,0.0
HG01625,HG01625,4532,-0.0427423,-0.106628,0.0379249,-0.0258646,0.00684457,-0.114104,0.6529055825475693,0.0
HG01625,HG01625,4533,-0.0427423,-0.106628,0.0379249,-0.0258646,0.00684457,-0.114104,0.7270805296456512,0.0
HG00371,HG00371,4534,0.279181,0.0181408,0.0292064,0.00501127,0.19155,0.284802,0.4174404965219341,0.0
HG01518,HG01518,4535,0.00838976,0.0732582,0.116506,0.0385673,0.0729714,0.0457922,0.4100663968111085,0.0
HG01518,HG01518,4536,0.00838976,0.0732582,0.116506,0.0385673,0.0729714,0.0457922,0.6349810547011625,0.0
NA20527,NA20527,4537,-0.0535579,-0.130478,0.0903802,0.185125,0.0194621,-0.0440233,0.3156449693487752,1.0
HG00185,HG00185,4538,-0.072628,-0.0267712,0.0185884,0.0354522,0.139574,-0.172012,0.516208357767841,0.0
NA12878,NA12878,4539,-0.0532884,-0.0974422,0.125766,0.0232287,0.0138927,-0.011828,0.8497029109259231,0.0
NA20525,NA20525,4540,-0.0604244,-0.146875,0.0497016,0.169142,0.0318099,0.0778058,0.9649584437408786,0.0
HG00149,HG00149,4541,-0.0854448,0.113881,0.0392969,-0.00987574,0.0650653,-0.0853253,0.5109411871640648,0.0
HG01699,HG01699,4542,-0.095075,0.142955,-0.0189163,-0.014877,0.0473177,0.01698,0.4935477506544683,0.0
